,Hike,Region,Length,gain,highpoint,rating,rating_count,summary,feats,Good for kids,Fall foliage,Rivers,Wildflowers/Meadows,Ridges/passes,Dogs allowed on leash,Mountain views,Old growth,Summits,Waterfalls,Lakes,Established campsites,Dogs not allowed,Wildlife,Coast,summary_score,neg,neu,pos,Lon,Lat
3072,Sunrise Peak,SOUTH CASCADES -- DARK DIVIDE,3.0,1400.0,5892.0,3.57,7,visit sunrise peak at the right time and you ll see why its name is appropriate the early morning sun gives mount adams a brilliant glow that makes for an enthralling way to kick off your day luckily the enchanting views that this hike offers are available from sunrise to sunset and if you prefer hiking in full daylight you won t miss out on any views,"['Wildflowers/Meadows', 'Mountain views', 'Dogs allowed on leash', 'Summits', 'Fall foliage']",0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8807,0.022,0.831,0.147,-120.3734308,48.7306972
3073,Sunshine Trail,SOUTH CASCADES -- MOUNT ADAMS AREA,1.5,1600.0,3400.0,3.33,3,a primitive trail that climbs steeply to connect the trapper creek trail 192 to the observation trail 132,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-122.027082,45.909699
3074,Tatoosh Lakes,SOUTH CASCADES -- WHITE PASS/COWLITZ RIVER VALLEY,6.6,3400.0,5750.0,3.29,7,tatoosh lakes are not open to camping any more but they are much easier to get to than they used to be and still a good bet for solitude and the peaceful sounds of nature,"['Wildflowers/Meadows', 'Mountain views', 'Dogs not allowed', 'Ridges/passes', 'Old growth', 'Lakes']",0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9161,0.0,0.723,0.277,-121.67719893483755,46.7147746
3075,Sulphur Creek,NORTH CASCADES -- MOUNTAIN LOOP HIGHWAY,3.6,900.0,2250.0,3.57,7,not the easiest hike but the reward is a hot springs if you are persistent,"['Old growth', 'Rivers']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.089,0.641,0.27,-122.3784574,46.4889976
3076,Steamboat Rock,CENTRAL WASHINGTON -- GRAND COULEE,6.0,650.0,2250.0,4.21,24,jutting 800 feet out of banks lake in washington s majestic coulee country steamboat rock is the crown jewel of this area the basalt butte has a rich history first used by native people many years ago and during the ice age the great missoula floods carved the canyons here while the rock stood as an island in the raging river now steamboat rock lies high and dry offering excellent 360 degree panoramas of the landscape surrounding it,"['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Good for kids']",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8271,0.069,0.777,0.154,-93.0670252,42.4084956
3077,St. Louis Falls and Mines,NORTH CASCADES -- MOUNTAIN LOOP HIGHWAY,,,,,0,this is a short hike about a half mile round trip and not steep so it a good introduction for kids and new hikers,"['Old growth', 'Fall foliage', 'Waterfalls']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4902,0.0,0.863,0.137,,
3078,Squire Creek,NORTH CASCADES -- MOUNTAIN LOOP HIGHWAY,8.5,2566.0,,3.6,5,a route finding bushwhack to beautiful views and berries in the summertime in the north cascades,"['Ridges/passes', 'Fall foliage']",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5994,0.0,0.782,0.218,-121.6380734,48.2320872
3079,Steamboat Lake,SOUTH CASCADES -- MOUNT ADAMS AREA,0.5,,,2.25,4,this short trail skirts along the northern edge of steamboat lake,"['Dogs allowed on leash', 'Good for kids', 'Lakes']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-121.71504678890486,46.1300845
3080,Spiral Butte,SOUTH CASCADES -- WHITE PASS/COWLITZ RIVER VALLEY,11.0,2500.0,5840.0,3.25,4,most folks enjoy the view of spiral butte from afar whether they re skiing downhill or cross country at white pass or hiking along other trails in the area but if you want to tackle this trail it makes a good diversion for those camping at dog lake or simply looking for a day hike in the area,"['Mountain views', 'Dogs allowed on leash', 'Summits', 'Lakes', 'Established campsites']",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.7607,0.0,0.875,0.125,-121.3544018,46.6648458
3081,South Point Lookout,SOUTH CASCADES -- WHITE PASS/COWLITZ RIVER VALLEY,7.0,2900.0,5980.0,2.86,7,like most lookouts south point offers excellent views at a price a trail that sees little maintenance on a remote ranger district you ll expend a little sweat getting to this gorgeous vista,"['Mountain views', 'Old growth', 'Summits', 'Dogs allowed on leash']",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.899,0.0,0.704,0.296,-121.6531183,46.5280292
3082,Steamboat Mountain,SOUTH CASCADES -- MOUNT ADAMS AREA,1.4,625.0,,4.0,6,enjoy great views of mount adams from the site of a former fire lookout tower,"['Mountain views', 'Dogs allowed on leash', 'Summits', 'Good for kids']",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7096,0.116,0.531,0.353,-121.7352752,46.1418328
3083,Strawberry Mountain,SOUTH CASCADES -- MOUNT ST. HELENS,10.7,2280.0,5900.0,3.0,8,former lookout sites are ideal for views and strawberry mountain is right up there with the best of them see peaks in two states the blast zone of an active volcano and a few sapphire lakes set into the dramatic landscape that is of course if you can bear the drive to get there,"['Mountain views', 'Dogs allowed on leash', 'Summits']",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8834,0.0,0.829,0.171,-118.9372524,48.4509921
3084,Sleeping Beauty Peak,SOUTH CASCADES -- MOUNT ADAMS AREA,2.6,1400.0,4900.0,4.5,10,a beautiful rocky outcropping provides eye popping views of mount adams,"['Mountain views', 'Summits', 'Ridges/passes']",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5994,0.0,0.698,0.302,-121.6495846,46.0928752
3085,Snipes Mountain - Pine Way,SOUTH CASCADES -- MOUNT ADAMS AREA,5.0,500.0,4800.0,3.0,4,a short connector trail to the snipes mountain trail and other adventures on the southern flanks of mount adams,['Wildflowers/Meadows'],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.876,0.124,,
3086,South Coldwater Trail,SOUTH CASCADES -- MOUNT ST. HELENS,7.0,1400.0,4000.0,3.73,11,this early or late season hike takes you for a ridge walk high above coldwater lake which was not a standing body of water prior to the massive eruption of mount st helens in 1980 you ll walk through a serene willow forest marvel at the power of nature when you encounter twisted hulks of logging machinery and see plenty of gnarled stumps where tall evergreens once stood,"['Mountain views', 'Wildlife', 'Lakes', 'Dogs allowed on leash', 'Ridges/passes']",0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7003,0.0,0.916,0.084,-122.226496,46.297381
3087,Columbia Plateau Trail - Snake River,CENTRAL WASHINGTON -- TRI-CITIES,6.0,150.0,750.0,4.2,10,a pleasant stroll for all ages discover the history while enjoying a variety of avian wildlife on the southern terminus of the columbia plateau surveying the stark scalloped snake river country of southeast washington,"['Wildflowers/Meadows', 'Wildlife', 'Good for kids', 'Rivers']",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7717,0.0,0.817,0.183,,
3088,Snowgrass Flat,SOUTH CASCADES,8.2,1600.0,5800.0,4.35,23,enjoy a hike to a beautiful subalpine meadow in the goat rocks wilderness a good destination all on its own it can also provide a jumping off point for a longer trip,"['Wildflowers/Meadows', 'Mountain views', 'Dogs allowed on leash', 'Established campsites']",0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.875,0.0,0.706,0.294,-121.4693821,46.4929674
3089,Red Mountain Lookout,NORTH CASCADES -- MOUNTAIN LOOP HIGHWAY,2.0,700.0,2800.0,3.5,2,this seldom used trail within glacier peak wilderness leads through an old growth forest with magnificent large trees to the site of an old fire lookout build in the 1930s,"['Mountain views', 'Old growth', 'Summits', 'Wildlife', 'Dogs allowed on leash']",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6249,0.067,0.752,0.181,-121.1453426,47.3954298
3090,Yacolt Burn State Forest - Bear Grass Trail,SOUTHWEST WASHINGTON -- COLUMBIA RIVER GORGE - OR,3.0,527.0,3397.0,,0,,['Dogs allowed on leash'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
3091,Raging River State Forest,ISSAQUAH ALPS -- TAYLOR MOUNTAIN,,,,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.86727054254186,47.46916745
3092,Mine Creek,SNOQUALMIE REGION -- NORTH BEND AREA,,,,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.3964157,46.6954335
3093,Sunrise to Mystic Lake,MOUNT RAINIER AREA,,,,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
3094,Skid Road,ISSAQUAH ALPS -- COUGAR MOUNTAIN,,,,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.924505,48.4612679
3095,Meadow Creek,CENTRAL CASCADES -- LEAVENWORTH AREA,,,,3.0,4,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.5160999,47.1861993
3096,North Tommy Trail,CENTRAL CASCADES,,,,2.33,3,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-120.5903085,47.9592464
3097,Heather Meadows,NORTH CASCADES -- MOUNT BAKER AREA,,,,3.2,5,,['Mountain views'],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.6857827,48.8562658
3098,Mount Spokane State Park - Lower Trail 140,EASTERN WASHINGTON -- SPOKANE AREA/COEUR D'ALENE,,,,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
3099,Bear Lake,SOUTHWEST WASHINGTON -- COLUMBIA RIVER GORGE - OR,2.4,475.0,4100.0,,0,,"['Wildflowers/Meadows', 'Mountain views', 'Dogs allowed on leash', 'Good for kids', 'Lakes']",1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.49617378911016,47.339165449999996
3100,Pyramid Peak,MOUNT RAINIER AREA -- CHINOOK PASS - HWY 410,6.5,1000.0,5715.0,4.0,1,,"['Wildflowers/Meadows', 'Old growth', 'Good for kids', 'Dogs allowed on leash']",1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.4056849,47.1114422
3101,Coast Trail: Mount Maguire Loop,PUGET SOUND AND ISLANDS -- SAN JUAN ISLANDS,10.2,2600.0,879.0,,0,,"['Ridges/passes', 'Wildlife', 'Summits', 'Dogs allowed on leash', 'Coast']",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,
3102,Goldstream Provincial Park: Grand Loop,PUGET SOUND AND ISLANDS -- SAN JUAN ISLANDS,5.6,1110.0,510.0,,0,,"['Wildflowers/Meadows', 'Old growth', 'Dogs allowed on leash', 'Waterfalls']",0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
3103,Boundary Bay Regional Park,PUGET SOUND AND ISLANDS -- SAN JUAN ISLANDS,2.0,0.0,10.0,3.0,1,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
3104,George C Reifel Migratory Bird Sanctuary,PUGET SOUND AND ISLANDS -- SAN JUAN ISLANDS,1.5,0.0,10.0,,0,,"['Dogs not allowed', 'Good for kids', 'Lakes', 'Coast']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,
3105,Z Lake,EASTERN WASHINGTON,3.5,275.0,2310.0,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.308383261068556,45.3764231
3106,Boulder Creek Trail,NORTH CASCADES -- METHOW/SAWTOOTH,,,,3.0,1,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-120.6535462,48.3542558
3107,Mount Spokane State Park - Day Mountain Road,EASTERN WASHINGTON -- SPOKANE AREA/COEUR D'ALENE,,,,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
3108,Yellow Banks,OLYMPIC PENINSULA -- PACIFIC COAST,,,,4.5,2,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-124.68715828976613,48.0950795
3109,Chetwoot Lake,CENTRAL CASCADES -- STEVENS PASS - WEST,,,,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.31395802112607,47.556473350000005
3110,Scott Creek,OLYMPIC PENINSULA -- PACIFIC COAST,,,,4.0,1,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-124.5514115,47.8697819
3111,Pea Soup Lake,CENTRAL CASCADES,,,,5.0,2,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.17778630515198,47.5768487
3112,Old Kettle Falls Trail,EASTERN WASHINGTON -- SELKIRK RANGE,,,,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
3113,Wildcat Mountain,NORTH CASCADES -- PASAYTEN,,,,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-120.6070513,48.7812486
3114,Glacier Gap,NORTH CASCADES -- MOUNTAIN LOOP HIGHWAY,,,,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-120.88103401400585,48.16512125
3115,Newton Creek-Elk Meadows Loop,SOUTHWEST WASHINGTON -- COLUMBIA RIVER GORGE - OR,,,,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
3116,Tamanawas Falls,SOUTHWEST WASHINGTON -- COLUMBIA RIVER GORGE - OR,,,,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
3117,Thunder Basin,NORTH CASCADES -- NORTH CASCADES HIGHWAY - HWY 20,,,,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-120.9760156,48.5073506
3118,Ladies Pass,CENTRAL CASCADES -- STEVENS PASS - EAST,,,,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-120.9224412,47.6601888
3119,Pine Canyon,CENTRAL WASHINGTON -- YAKIMA,,,,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-119.266937,46.181403
3120,Herman Creek,SOUTHWEST WASHINGTON -- COLUMBIA RIVER GORGE - OR,,,,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-124.3714737,48.1646512
3121,Haystack Ridge Lookout Site,CENTRAL CASCADES -- STEVENS PASS - WEST,,,,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
3122,Goat Island,PUGET SOUND AND ISLANDS -- BELLINGHAM AREA,,,,4.0,1,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.53103200244765,48.362786650000004
3123,Foam Creek Basin,NORTH CASCADES -- MOUNTAIN LOOP HIGHWAY,,,,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
3124,Horseshoe Tunnel,CENTRAL CASCADES -- STEVENS PASS - WEST,,,,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
3125,Goat Marsh Research Area,SOUTH CASCADES -- MOUNT ST. HELENS,,,,3.0,1,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
3126,Goddards Peak,EASTERN WASHINGTON -- SELKIRK RANGE,,,,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.534957,48.328513
3127,Gisela's Arch,SOUTH CASCADES -- WHITE PASS/COWLITZ RIVER VALLEY,,,,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
3128,LeBar Horse Camp Trail,OLYMPIC PENINSULA -- OLYMPIA,,,,,0,less than a mile this is a delightful connector trail between lebar horse camp and the south skokomish river trail the junction between the trails is in an old growth area and more old growth is visible along this trail only about 50 100ft elevation gain,['Old growth'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9081,0.0,0.763,0.237,,
3129,Waptus Lake,SNOQUALMIE REGION -- SALMON LA SAC/TEANAWAY,,900.0,3100.0,4.0,4,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.17312027418345,47.5019442
3130,Mystery Bay State Park,OLYMPIC PENINSULA -- PACIFIC COAST,,,,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.69534122078883,48.05846
3131,Surveyors Lake Snowshoe,SNOQUALMIE REGION -- SNOQUALMIE PASS,,,,4.0,1,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
3132,Pebble Creek,MOUNT RAINIER AREA -- SW - LONGMIRE/PARADISE,,,,4.0,1,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.04045999104389,47.3447112
3133,Old Miners Trail,ISSAQUAH ALPS -- COUGAR MOUNTAIN,,,,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
3134,Joyride,ISSAQUAH ALPS -- TIGER MOUNTAIN,,,,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.4002212,47.209595
3135,La Rush/Bear Lakes,NORTH CASCADES -- NORTH CASCADES HIGHWAY - HWY 20,,,,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
3136,Bear Lake,SOUTH CASCADES -- MOUNT ADAMS AREA,,,,4.0,1,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.49617378911016,47.339165449999996
3137,Silver Creek,MOUNT RAINIER AREA -- CHINOOK PASS - HWY 410,,,,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-94.7460291,43.0909316
3138,Round Butte,EASTERN WASHINGTON -- PALOUSE AND BLUE MOUNTAINS,,,,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.8584099,45.9506275
3139,Olympic Adventure Route,OLYMPIC PENINSULA -- NORTHERN COAST,,,,4.0,1,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-123.599124,48.076795
3140,Lakes Basin Loop,EASTERN WASHINGTON -- PALOUSE AND BLUE MOUNTAINS,,,,3.0,1,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
3141,Timothy Lake Loop,SOUTHWEST WASHINGTON -- COLUMBIA RIVER GORGE - OR,,,,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
3142,UW Bothell-Cascadia Community College Wetlands,PUGET SOUND AND ISLANDS -- SEATTLE-TACOMA AREA,1.0,0.0,,1.0,1,,"['Wildlife', 'Rivers']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
3143,Sahale Peak,NORTH CASCADES,,,,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.038389,48.4914104
3144,Mount Leona,EASTERN WASHINGTON -- OKANOGAN HIGHLANDS/KETTLE RIVER RANGE,6.0,1500.0,6474.0,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-118.4733489,48.7679491
3145,Colchuck Peak,CENTRAL CASCADES -- LEAVENWORTH AREA,,,,5.0,1,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-120.8463406,47.4782379
3146,Stiletto Lake,NORTH CASCADES -- METHOW/SAWTOOTH,12.6,3200.0,6810.0,4.0,1,,"['Wildflowers/Meadows', 'Mountain views', 'Waterfalls', 'Dogs not allowed', 'Lakes', 'Fall foliage']",0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-120.65630232397733,48.4819622
3147,Fortune Peak via Esmeralda Basin (Esmerelda),SNOQUALMIE REGION -- SALMON LA SAC/TEANAWAY,,,,,0,a scramble to fortune peak via the esmerelda basin hike,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
3148,Razorback Mountain Snowshoe,NORTH CASCADES -- NORTH CASCADES HIGHWAY - HWY 20,,,,,0,a winter peak scramble technical climbing expertise required,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
3149,Corax Peak,NORTH CASCADES -- METHOW/SAWTOOTH,,,,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
3150,Cabinet Peak,NORTH CASCADES -- NORTH CASCADES HIGHWAY - HWY 20,,,,,0,a scramble to cabinet peak in the north cascades technical expertise recommended,['Summits'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2023,0.0,0.847,0.153,,
3151,Soda Springs,MOUNT RAINIER AREA -- CHINOOK PASS - HWY 410,,,,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.4837148,46.7044511
3152,The Eaglet,NORTH CASCADES -- MOUNTAIN LOOP HIGHWAY,,,,,0,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
3153,Moss Lake Loop,MOUNT RAINIER AREA -- CHINOOK PASS - HWY 410,0.75,0.0,2400.0,,0,,"['Old growth', 'Good for kids', 'Lakes']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
3154,Blowdown Mountain Road,SNOQUALMIE REGION -- NORTH BEND AREA,,,,1.5,4,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
