,Hike,Region,Length,gain,highpoint,rating,rating_count,summary,feats,Good for kids,Fall foliage,Rivers,Wildflowers/Meadows,Ridges/passes,Dogs allowed on leash,Mountain views,Old growth,Summits,Waterfalls,Lakes,Established campsites,Dogs not allowed,Wildlife,Coast
2832,Pine Marten Trail,SOUTH CASCADES -- MOUNT ST. HELENS,3.4,203.0,2803.0,3.25,4,A rolling snowshoe route departing from the Marble Mountain Sno-Park near Mount St. Helens.,"['Mountain views', 'Fall foliage']",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2833,Toutle River Sediment Retention Structure Trail,SOUTH CASCADES -- MOUNT ST. HELENS,1.2,0.0,,3.0,1,This is a 1.2-mile loop trail that takes hikers on a tour of the structure the Army Corps of Engineers built to keep sediment from Mount St. Helens from washing down the Toutle River and inundating the communities downstream.,"['Dogs not allowed', 'Wildlife', 'Lakes', 'Rivers']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2834,Burnt Mountain,SOUTH CASCADES -- WHITE PASS/COWLITZ RIVER VALLEY,5.0,500.0,6586.0,4.0,12,"This short, easy ridge walk climbs to a small summit with huge Cascade views and a chance to see mountain goats.","['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Ridges/passes', 'Summits', 'Dogs allowed on leash']",0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2835,Clear Lake Interpretive Trail,SOUTH CASCADES -- WHITE PASS/COWLITZ RIVER VALLEY,0.5,0.0,,,0,"Located on the north shore of Clear Lake, this interpretive trail forms a lollipop loop that is accessible for all users.","['Dogs allowed on leash', 'Wildlife', 'Good for kids', 'Lakes']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2836,Irene Rinehart Riverfront Park,CENTRAL WASHINGTON -- YAKIMA,4.4,,1500.0,,0,"This park is just outside the city of Ellensburg along the Yakima River. The park is a long, narrow parcel that stretches between the river and I-90 with a parking area at both ends.","['Dogs allowed on leash', 'Good for kids', 'Lakes', 'Fall foliage', 'Rivers']",1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2837,Independence Peak,NORTH CASCADES -- MOUNTAIN LOOP HIGHWAY,,,5445.0,,0,Independence Peak is the unofficial name of the peak towering above Independence and North Lakes.,"['Wildflowers/Meadows', 'Mountain views', 'Lakes']",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2838,Columbia National Wildlife Refuge - Rimrock Lake,CENTRAL WASHINGTON -- POTHOLES REGION,3.0,200.0,1060.0,3.75,8,"Formerly the Frog Lake Trail, this area is breathtakingly scenic, compensating for the fact that there is no actual lake en route. Frog Lake dried up years ago, leaving a seasonal marsh that occupies a small basin below the trail's ultimate destination; a broad mesa with a 360 degree view of the surrounding scablands of the Columbia National Wildlife Refuge.","['Wildflowers/Meadows', 'Dogs allowed on leash', 'Wildlife', 'Good for kids', 'Lakes']",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2839,Independence Ridge,SOUTH CASCADES -- MOUNT ST. HELENS,2.6,40.0,4500.0,,0,A connector trail in the Mount St. Helens area linking Independence Pass with the Boundary Trail. Views from here include Spirit Lake and the north side of the volcano.,"['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Dogs not allowed', 'Good for kids', 'Lakes', 'Fall foliage']",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2840,Elk Bench,SOUTH CASCADES -- MOUNT ST. HELENS,2.0,600.0,3100.0,,0,This short trail is located near Coldwater Lake and connects visitors to the Science and Learning Center at Coldwater to the Lakes Trail and the Mount Margaret backcountry.,"['Wildflowers/Meadows', 'Good for kids', 'Lakes']",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2841,Toutle Trail - Kalama Horse Camp to Red Rock Pass,SOUTH CASCADES -- MOUNT ST. HELENS,9.6,1300.0,3280.0,,0,"The first section of the Toutle Trail begins at the Kalama Horse Camp, where ample parking and camping are available. The trail crosses a gully and follows alongside the Kalama River.","['Ridges/passes', 'Old growth', 'Lakes', 'Dogs allowed on leash', 'Rivers']",0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2842,Monte Carlo via Middle Fork Camp,SOUTH CASCADES -- MOUNT ADAMS AREA,6.3,1860.0,4040.0,4.0,2,"The Monte Cristo Range just north of Willard offers quiet forest, and miles of solitary rambling. There are a myriad of ways to access this trail network, including this one, which starts in the middle of the mountains.","['Mountain views', 'Fall foliage', 'Rivers']",0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2843,Dusty Lake,CENTRAL WASHINGTON -- POTHOLES REGION,6.0,350.0,1000.0,2.67,3,"One of the Quincy Lakes, Dusty Lake is further in the backcountry, making for a good long day hike or an overnight.","['Dogs allowed on leash', 'Wildlife', 'Lakes']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2844,Manastash Lake,CENTRAL WASHINGTON -- YAKIMA,8.0,1100.0,5063.0,3.89,9,"Hike through a diverse forest to two alpine lakes that rest atop Manastash Ridge, one of Central Washington’s most notable geologic formations. The trail to Lost and Manastash Lakes is an underappreciated gem that will delight larch lovers, berry munchers, flower photographers, and campers alike.","['Wildflowers/Meadows', 'Wildlife', 'Established campsites', 'Dogs allowed on leash', 'Good for kids', 'Lakes', 'Fall foliage']",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2845,Plains of Abraham - Windy Pass Loop,SOUTH CASCADES -- MOUNT ST. HELENS,9.0,2000.0,4850.0,5.0,2,"Hike a challenging loop outside of the Windy Ridge area of Mount St. Helens, including a route-finding scramble to the pass. For your efforts, you’re rewarded with expansive, ever-changing views of one of the world’s most dynamic landscapes.","['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Dogs not allowed', 'Ridges/passes']",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2846,Badger Mountain - Canyon Trail,CENTRAL WASHINGTON -- TRI-CITIES,3.25,1195.0,1579.0,3.92,12,"This mountain just outside the town of Richland is nice place for locals and visitors to recreate, with several trails for hiking, biking and equestrian. Views extend in every direction and include mountains as well as agricultural fields.","['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Summits', 'Dogs allowed on leash']",0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2847,Merrill Lake Conservation Area - Kalama River Falls,SOUTH CASCADES -- MOUNT ST. HELENS,7.6,500.0,2120.0,,0,"There are two routes to Kalama Falls. One is a single-track forest trail that is 3.8 miles long and the other is a two-track road that’s 1.9 miles long. Both are easy to walk, with some elevation change, and both reach the same destination: Kalama River Falls.","['Wildlife', 'Waterfalls', 'Old growth', 'Good for kids', 'Dogs allowed on leash', 'Fall foliage', 'Rivers']",1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2848,Candy Mountain Trail,CENTRAL WASHINGTON -- TRI-CITIES,3.6,555.0,1383.0,5.0,1,"In 2016, the Friends of Badger Mountain bought 195 acres of land on Candy Mountain overlooking the Tri Cities area. The trail here, built by more than 240 volunteers and officially opened in June of 2017 nicely complements the trail network at Badger Mountain across the road. Between the two preserves, Friends of Badger Mountain has provided some of the best close-in hiking options in the Tri-Cities area.","['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Summits', 'Good for kids', 'Dogs allowed on leash']",1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2849,Silver Creek Trail,SOUTH CASCADES -- WHITE PASS/COWLITZ RIVER VALLEY,9.0,1200.0,4080.0,,0,This lesser known hike connects two forest service roads via a gentle trail that takes visitors through a shady forest of old growth.,"['Mountain views', 'Old growth', 'Dogs allowed on leash']",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2850,Fossil Trail,SOUTH CASCADES -- MOUNT ST. HELENS,8.0,1300.0,3500.0,5.0,1,An overlooked trail in a high canopy forest with nice views of the area in Mount St. Helens National Volcanic Monument.,"['Wildflowers/Meadows', 'Mountain views', 'Dogs allowed on leash', 'Ridges/passes', 'Fall foliage', 'Rivers']",0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2851,Crow Creek Snowshoe,SOUTH CASCADES -- WHITE PASS/COWLITZ RIVER VALLEY,17.0,2300.0,4500.0,,0,A snowshoe route accessed from the Crow Creek Sno-Park.,"['Dogs allowed on leash', 'Rivers']",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2852,Canyon Lake,NORTH CASCADES -- MOUNTAIN LOOP HIGHWAY,5.4,200.0,2960.0,,0,Walk along an old Forest Road to a lake tucked away off the Mountain Loop Highway.,['Lakes'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2853,Quincy Lakes,CENTRAL WASHINGTON -- POTHOLES REGION,24.0,400.0,1200.0,3.67,9,Quincy Lakes is an umbrella term for the area including Ancient Lakes and Dusty Lake.,"['Dogs allowed on leash', 'Lakes']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2854,Big Cross (Pasco),CENTRAL WASHINGTON -- TRI-CITIES,3.1,40.0,427.0,,0,"Home to local middle and high school cross country runs, this trail is used by many locals for peaceful walks and jogs, and anyone interested in disc golf!","['Dogs allowed on leash', 'Good for kids']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2855,Carlisle Lake,SOUTH CASCADES -- WHITE PASS/COWLITZ RIVER VALLEY,1.0,88.0,,,0,A one mile loop trail takes visitors around a lake that used to be a mill pond.,"['Good for kids', 'Lakes']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2856,Yakima Area Arboretum and Botanical Garden,CENTRAL WASHINGTON -- YAKIMA,,,,,0,"Located just outside the city of Yakima, this arboretum showcases hundreds of different plant species through display gardens and themed areas.","['Wildflowers/Meadows', 'Wildlife', 'Good for kids', 'Dogs allowed on leash', 'Fall foliage', 'Rivers']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2857,Mount Margaret,SOUTH CASCADES -- MOUNT ST. HELENS,11.0,2820.0,5780.0,4.8,10,"On maps, Mount Margaret doesn’t seem impressive enough to warrant its namesake Mount Margaret Backcountry. It is not the tallest nor the most majestic peak in the area. However, it is easily summited and it offers clear unobstructed views of Mount Rainier, Mount Adams, and Mount St. Helens (in three different directions), and expansive views of much more, including legendary Spirit Lake.","['Wildflowers/Meadows', 'Mountain views', 'Established campsites', 'Ridges/passes', 'Dogs not allowed', 'Summits']",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2858,Klickitat Haul Road,SOUTH CASCADES -- MOUNT ADAMS AREA,7.0,0.0,,,0,"This hike is a nice, long road walk leading to a trail, a good alternate to the Klickitat Rail Trail for a change of scenery.","['Wildlife', 'Good for kids', 'Dogs allowed on leash', 'Fall foliage', 'Rivers']",1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2859,Goat Creek Loop,SOUTH CASCADES -- MOUNT ST. HELENS,20.2,3200.0,5250.0,3.17,6,Escape the crowds on this two-day backpacking adventure into the less-traveled areas on the north side of Mount St. Helens.,"['Ridges/passes', 'Established campsites', 'Mountain views', 'Old growth', 'Waterfalls', 'Dogs not allowed', 'Fall foliage', 'Rivers']",0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
2860,Carlton Ridge,SOUTH CASCADES -- WHITE PASS/COWLITZ RIVER VALLEY,17.6,2400.0,5600.0,2.5,4,"This 9-mile, rugged trail trail delivers hikers into the remote William O. Douglas Wilderness at mile 3.5 and offers excellent views of Mount Rainier. It's also a great way to access the deep woods off of Highway 12, where you can loop hike to your heart's content.",['Dogs allowed on leash'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2861,Kraus Ridge,SOUTH CASCADES -- MOUNT ST. HELENS,6.2,1570.0,2370.0,2.0,4,"Krause Ridge Trail offers a textbook example of a Pacific Northwest forest nearing succession climax. Whether you are a jaded forest trekker or an ecologist, this is a classical forest with big trees towering as a sunshade with a lush understory and an easy day hike.","['Ridges/passes', 'Wildlife', 'Old growth', 'Good for kids', 'Dogs not allowed', 'Fall foliage']",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2862,Lake Christine,SOUTH CASCADES -- WHITE PASS/COWLITZ RIVER VALLEY,3.6,640.0,5040.0,3.75,8,"The Lake Christine trail begins on Forest Road 5920 and climbs briefly through a former logging show to the Glacier View wilderness. Offering access to the lovely little Lake Christine, it rambles through a conifer forest after passing through the cut.","['Wildflowers/Meadows', 'Lakes']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2863,Killen Creek to High Camp,SOUTH CASCADES -- MOUNT ADAMS AREA,10.0,2300.0,6900.0,4.11,18,"Take this remote, flower-filled trail up the north side of Mount Adams to the rocky alpine terrain of giant glaciers.","['Wildflowers/Meadows', 'Mountain views', 'Old growth', 'Wildlife', 'Established campsites']",0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2864,Kennedy Hotsprings,NORTH CASCADES -- MOUNTAIN LOOP HIGHWAY,,,,3.4,5,"Formerly a popular hot springs site, Kennedy Hot Springs were buried in a 2003 flood. They are now inaccessible.",[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2865,Juniper Ridge,SOUTH CASCADES -- DARK DIVIDE,6.0,1900.0,5611.0,3.93,14,"Boasting views of massive Cascade volcanoes, constellations of wildflowers, and an embarrassment of huckleberries, the Juniper Ridge Trail offers an excellent opportunity for a backpacking trip, complete with views or shorter day hikes from the ridge.","['Wildflowers/Meadows', 'Mountain views', 'Dogs allowed on leash', 'Summits', 'Ridges/passes']",0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2866,It Peak Snowshoe,CENTRAL WASHINGTON -- WENATCHEE,,,,,0,Snowshoe an unofficially named peak on the east side of Washington near Mission Ridge.,['Summits'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2867,Jumbo Peak,SOUTH CASCADES -- DARK DIVIDE,6.0,1300.0,5801.0,2.75,4,"Jumbo Peak's wide, grassy slopes and seemingly endless trailside views make hikers feel like they're trekking through a storybook landscape. With huge extinct and active volcanoes in your sights, and an unbelievable bounty of flowers in the spring and huckleberries in the fall, Jumbo lives up to its name--big and impressive on a grand scale.","['Wildflowers/Meadows', 'Mountain views', 'Summits']",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2868,Pine Creek,SOUTH CASCADES -- MOUNT ST. HELENS,2.5,170.0,3130.0,4.2,5,"Nestled in the southeast corner of Mount St Helens, the Pine Creek Trail offers a short, easy graded path into second growth forest at the base of the active stratovolcano. You can visit a historic wood-shingled shelter built in the 1920s and continue on to a viewpoint along the Muddy River Lahar moonscape.","['Mountain views', 'Good for kids']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2869,Juniper Dunes Wilderness,CENTRAL WASHINGTON -- TRI-CITIES,15.0,300.0,1050.0,3.0,6,"Witness the polar opposites of land use management in this unique BLM wilderness, accessed through a popular OHV area. Once within the wilderness fence, visitors are rewarded with wide-open hiking through varied terrain, including the largest remaining juniper groves in Washington.","['Wildflowers/Meadows', 'Old growth', 'Wildlife']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2870,June Lake Snowshoe,SOUTH CASCADES -- MOUNT ST. HELENS,4.8,500.0,3140.0,3.75,4,Strap on your snowshoes and explore the Marble Mountain trails with a gentle hike to June Lake in the shadow of Mount St. Helens.,"['Mountain views', 'Waterfalls', 'Old growth', 'Good for kids', 'Lakes', 'Rivers']",1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2871,Iron Mountain Snowshoe,NORTH CASCADES -- MOUNTAIN LOOP HIGHWAY,,,,2.5,2,This route is largely on private property and closed to the public.,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2872,Keenan Meadows,CENTRAL WASHINGTON -- YAKIMA,6.2,,,3.33,3,"Part of the Manastash Ridge trail system, the Keenan Meadow Trail begins at South Fork Manastash Trail and ends at the Shoestring Lake Trail.",['Dogs allowed on leash'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2873,Jug Lake,SOUTH CASCADES -- WHITE PASS/COWLITZ RIVER VALLEY,7.4,1485.0,4480.0,2.89,9,A quiet lake surrounded by healthy forest and marshy meadows invites hikers to find a seat on its shoreline and rest the soul.,"['Dogs allowed on leash', 'Lakes', 'Established campsites']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2874,June Lake,SOUTH CASCADES -- MOUNT ST. HELENS,2.86,445.0,3140.0,3.75,8,"This sweet little hike on the south side of Mount St. Helens is a good destination for families seeking a short day hike, but it is also one access point for the round-the-mountain Loowit Trail, and a popular snowshoeing location, so it sees a fair amount of traffic year-round.","['Wildflowers/Meadows', 'Ridges/passes', 'Wildlife', 'Mountain views', 'Dogs not allowed', 'Waterfalls', 'Good for kids', 'Lakes']",1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
2875,"Stagman Ridge, Horseshoe Meadow, Lookingglass Lake",SOUTH CASCADES -- MOUNT ADAMS AREA,14.0,2400.0,6100.0,3.83,6,"Hike through wildflower-filled burned forest to subalpine meadows, a small reflecting lake and views of Mount Adams.","['Wildflowers/Meadows', 'Ridges/passes', 'Wildlife', 'Established campsites', 'Mountain views', 'Old growth', 'Dogs allowed on leash']",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2876,Ice Cave - Natural Bridges Nature Trails,SOUTH CASCADES -- MOUNT ADAMS AREA,0.25,0.0,2900.0,2.2,5,The Ice Cave and Natural Bridges are two short nature trails near the Peterson Prairie Campground in the Gifford Pinchot National Forest that are fascinating to children and not as well known as they deserve to be. This is also a popular area to cross country ski and snowshoe in winter.,['Good for kids'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2877,Junction Lake,SOUTH CASCADES -- MOUNT ADAMS AREA,5.0,700.0,4780.0,2.5,2,This is a short but popular backpacking destination. This hike will bring you into the heart of the Indian Heaven wilderness where bog blueberries and huckleberries are abundant in August.,"['Wildflowers/Meadows', 'Old growth', 'Lakes', 'Established campsites']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2878,Horse Heaven Hills,CENTRAL WASHINGTON -- TRI-CITIES,6.8,1220.0,1924.0,3.67,9,Hike a shrub steppe slope to a high vantage point along the crest of the Horse Heaven Hills plateau. The trail is typically dry and windy so make sure to bring plenty of water. The best time to hike is in April or early May when the slope is green and wildflowers are blooming.,"['Wildflowers/Meadows', 'Ridges/passes']",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2879,Indian Racetrack,SOUTH CASCADES -- MOUNT ADAMS AREA,5.0,700.0,5200.0,3.33,6,Visit an ancient recreation area where the local tribes once harvested food during the day and competed in horse races for after-work entertainment.,"['Wildflowers/Meadows', 'Mountain views', 'Good for kids', 'Lakes']",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2880,Indian Heaven,SOUTH CASCADES -- MOUNT ADAMS AREA,6.6,1100.0,5100.0,2.29,7,"Indian Heaven trail provides access to one of the Gifford Pinchot National Forest's most popular areas. The Indian Heaven Wilderness is a high, forested plateau dotted with lakes and berry-filled meadows. Its a lovely location for a day hike or a backpacking trip. Some connect this trail with Cultus Creek trail and the Pacific Crest Trail (PCT) to make a popular loop hike.","['Wildflowers/Meadows', 'Mountain views', 'Lakes', 'Ridges/passes']",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
